State,Year,Group_Name,Sub_Group_Name,Cases_Acquitted,Cases_Chargesheeted,Cases_Convicted,Pending_Investigation_End,Pending_Trial_End,Cases_Reported,Cases_Sent_for_Trial,Trials_Completed,Total_Cases_for_Trial
Gujarat,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Haryana,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Himachal Pradesh,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Jharkhand,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Karnataka,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Kerala,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Lakshadweep,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Madhya Pradesh,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Maharashtra,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Manipur,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Meghalaya,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Mizoram,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Nagaland,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Odisha,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Puducherry,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Punjab,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Rajasthan,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Sikkim,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Tamil Nadu,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Tripura,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Uttar Pradesh,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Uttarakhand,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
West Bengal,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Arunachal Pradesh,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Assam,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Bihar,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Chandigarh,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Chhattisgarh,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Daman & Diu,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Delhi,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Goa,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Gujarat,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Haryana,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Jharkhand,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Karnataka,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Kerala,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Lakshadweep,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Madhya Pradesh,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Maharashtra,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Manipur,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Meghalaya,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Mizoram,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Nagaland,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Odisha,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Puducherry,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Punjab,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Rajasthan,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Sikkim,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Tamil Nadu,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Tripura,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Uttar Pradesh,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Uttarakhand,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
West Bengal,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Arunachal Pradesh,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Assam,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Bihar,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Chandigarh,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Chhattisgarh,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Daman & Diu,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Delhi,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Goa,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Gujarat,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Haryana,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Jharkhand,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Karnataka,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Kerala,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Lakshadweep,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Madhya Pradesh,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Maharashtra,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Manipur,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Meghalaya,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Mizoram,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Nagaland,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Odisha,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Puducherry,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Punjab,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Rajasthan,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Sikkim,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Tamil Nadu,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Tripura,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Uttar Pradesh,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Uttarakhand,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
West Bengal,2003,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Arunachal Pradesh,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Assam,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Bihar,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Chandigarh,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Chhattisgarh,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Daman & Diu,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Delhi,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Goa,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Gujarat,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Haryana,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Jharkhand,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Karnataka,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Kerala,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Lakshadweep,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Madhya Pradesh,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Maharashtra,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Manipur,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Meghalaya,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Mizoram,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Nagaland,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Odisha,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Puducherry,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Punjab,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Rajasthan,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Sikkim,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Tamil Nadu,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Tripura,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Uttar Pradesh,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Uttarakhand,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
West Bengal,2004,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Arunachal Pradesh,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Assam,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Bihar,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Chandigarh,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Chhattisgarh,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Daman & Diu,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Delhi,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Goa,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Gujarat,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Haryana,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Jharkhand,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Karnataka,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Kerala,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Lakshadweep,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Madhya Pradesh,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Maharashtra,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Manipur,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Meghalaya,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Mizoram,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Nagaland,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Odisha,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Puducherry,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Punjab,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Rajasthan,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,1,1,0
Sikkim,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Tamil Nadu,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Tripura,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Uttar Pradesh,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Uttarakhand,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
West Bengal,2005,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Arunachal Pradesh,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Assam,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Bihar,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Chandigarh,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Chhattisgarh,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Daman & Diu,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Delhi,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Goa,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Gujarat,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Haryana,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Jharkhand,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Karnataka,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Kerala,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Lakshadweep,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Madhya Pradesh,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Maharashtra,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Manipur,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Meghalaya,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Mizoram,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Nagaland,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Odisha,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Puducherry,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Punjab,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Rajasthan,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,1,0,0,0
Sikkim,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Tamil Nadu,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Tripura,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Uttarakhand,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
West Bengal,2006,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2007,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Arunachal Pradesh,2007,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Assam,2007,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Bihar,2007,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Chandigarh,2007,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Chhattisgarh,2007,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2007,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Daman & Diu,2007,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Delhi,2007,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Goa,2007,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Gujarat,2007,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Haryana,2007,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Jharkhand,2007,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Karnataka,2007,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
Kerala,2007,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0
